ISBN	BookTitle	BookAuthor	YearOfPublication	Publisher	Pagenumber	Issue	Genre	Dimensions	BookLanguage
0192815032	Pride and Prejudice	Jane Austen	1987	Oxford University Press	127	21	20.96 x 26.04	ENG	western
0192815067	The Warden (World's Classics)	Anthony Trollope	1980	Oxford University Press	632	3	17.15 x 16.83	SP	classic
019281513X	Jane Eyre (World's Classics)	Charlotte Bronte	1980	Oxford University Press	45	7	20.96 x 26.04	SP	horror
0192815318	Cranford (The World's Classics)	Elizabeth Gaskell	1982	Oxford University Press	490	10	20.96 x 26.04	SP	satire
0192815326	Frankenstein: Or, the Modern Prometheus (World's Classics)	Mary Wollstonecraft Shelley	1982	Oxford University Press	515	2	20.96 x 26.04	SP	classic
0192815385	The Notebooks of Leonardo Da Vinci (World's Classics)	Leonardo Da Vinci	1982	Oxford University Press	352	7	20.96 x 26.04	SP	classic
0192815431	Wuthering Heights (World's Classics)	Emily Bronte	1987	Oxford University Press	256	4	20.96 x 26.04	SP	review
0192815458	Framley Parsonage (The World's Classics)	Anthony Trollope	1981	Oxford University Press	219	20	20.96 x 26.04	SP	health/fitness
0192815466	Persuasion (World's Classics)	Jane Austen	1981	Oxford University Press	322	15	20.96 x 26.04	SP	fairytale
0192815555	The Life and Strange Surprizing Adventures of Robinson Crusoe, of York Mariner	Daniel Defoe	1982	Oxford University Press	187	17	20.96 x 26.04	ENG	classic
0192815709	Moll Flanders: Fortunes and Misfortunes of Moll Flander	Daniel Defoe	1982	Oxford University Press	606	9	20.96 x 26.04	GER	guide
0192816276	The Secret Agent: A Simple Tale (World's Classics)	Joseph Conrad	1996	Oxford University Press	98	12	20.96 x 26.04	SP	comic book
0192816519	Kim (The World's Classics)	Rudyard Kipling	1987	Oxford University Press	631	4	20.96 x 26.04	SP	encyclopedia
0192817280	The Mayor of Casterbridge (The World's Classics)	Thomas Hardy	1987	Oxford University Press	172	19	12.70 x 12.70	SP	children
0192817787	The History of Rasselas, Prince of Abissinia (World's Classics)	Samuel Johnson	1988	Oxford University Press	74	2	20.96 x 26.04	SP	art/architecture
019281785X	Hard Times (World's Classics)	Charles Dickens	1989	Oxford University Press	293	9	20.96 x 26.04	SP	business/economics
0192823515	The Castle of Otranto: A Gothic Story (World's Classics)	Horace Walpole	1996	Oxford University Press	603	16	20.96 x 26.04	SP	drama
0192823523	The Interpretation of Dreams (Oxford World's Classics)	Sigmund Freud	2000	Oxford University Press	68	16	20.96 x 26.04	SP	memoir
0192823620	The Portrait of a Lady (The World's Classics)	Henry James	1995	Oxford University Press	322	8	12.70 x 12.70	SP	business/economics
0192823949	Castle Rackrent (The World's Classics)	Maria Edgeworth	1995	Oxford University Press	657	6	20.96 x 26.04	SP	sports and leisure
0192824163	Fine Feathers and Other Stories	E.F. Benson	1995	Oxford University Press	561	1	20.96 x 26.04	ENG	diary
0192824252	The Histories (Oxford World's Classics)	Herodotus	1998	Oxford University Press	199	17	20.96 x 26.04	SP	mystery
019282516X	Is Heathcliff a Murderer?: Great Puzzles in Nineteenth-Century Literature (World's Classics)	John Sutherland	1996	Oxford University Press	114	22	20.96 x 26.04	SP	satire
019282709X	The Call of the Wild, White Fang, and Other Stories (World's Classics)	Jack London	1990	Oxford University Press	531	13	20.96 x 26.04	SP	suspense
0192827596	Persuasion (World's Classics)	Jane Austen	1990	Oxford University Press	289	10	20.96 x 26.04	SP	classic
0192829416	Witch Wood (The World's Classics)	John Buchan	1995	Oxford Univ Pr	356	10	20.96 x 26.04	SP	political thriller
0192829823	Walden (World's Classics)	Henry David Thoreau	1997	Oxford University Press	305	5	20.96 x 26.04	SP	biography
0192831879	The Antiquary (Oxford World's Classics)	Walter Scott	2002	Oxford University Press	186	17	20.96 x 26.04	SP	graphical novel
0192832247	Selected Tales (World's Classics)	Edgar Allan Poe	1998	Oxford University Press	498	7	20.96 x 26.04	SP	crafts/hobbies
0192832697	The Great Gatsby (World's Classics)	F. Scott Fitzgerald	1998	Oxford University Press	133	8	20.96 x 26.04	SP	alternate history
0192833561	Jane Eyre (Oxford World's Classics)	Charlotte Bronte	1998	Oxford University Press	61	5	20.96 x 26.04	SP	fairytale
0192833618	Persuasion (Oxford World's Classics)	Jane Austen	1998	Oxford University Press	173	24	20.96 x 26.04	SP	comic book
0192833693	The Portrait of a Lady (Oxford World's Classics)	Henry James	1998	Oxford University Press	700	3	17.15 x 16.83	SP	review
0192833707	Republic (Oxford World's Classics)	Plato	1998	Oxford University Press	76	7	20.96 x 26.04	SP	cookbook
0192833723	Confessions (Oxford World's Classics)	Saint Augustine	1998	Oxford University Press	71	2	20.96 x 26.04	SP	memoir
019283374X	Alice's Adventures in Wonderland and Through the Looking-Glass: And What Alice Found There (Oxford World's Classics)	Lewis Carroll	1998	Oxford University Press	121	10	20.96 x 26.04	SP	journal
0192833758	The Odyssey (Oxford World's Classics)	Homer	1998	Oxford University Press	387	21	20.96 x 26.04	SP	self help
019283391X	Far from the Madding Crowd (Oxford World's Classics)	Thomas Hardy	1998	Oxford University Press	230	23	20.96 x 26.04	SP	math
0192834266	Candide and Other Stories (Oxford World's Classics)	Voltaire	1998	Oxford University Press	82	15	20.96 x 26.04	SP	history
0192834347	Little Women (Oxford World's Classics)	Louisa May Alcott	1998	Oxford University Press	53	25	20.96 x 26.04	SP	religion and spirituality
0192834401	The Castle of Otranto: A Gothic Story (Oxford World's Classics)	Horace Walpole	1998	Oxford University Press	594	22	20.96 x 26.04	SP	satire
0192835203	Lady Audley's Secret (Oxford World's Classics (Paperback))	Mary Elizabeth Braddon	1998	Oxford University Press	658	13	20.96 x 26.04	SP	romance
019283620X	The Good Soldier: A Tale of Passion (Oxford World's Classics)	Ford Madox Ford	1999	Oxford University Press	23	18	20.96 x 26.04	SP	comic book
0192837133	The Romance of the Forest (Oxford World's Classics)	Ann Ward Radcliffe	1999	Oxford University Press	429	22	20.96 x 26.04	SP	sports and leisure
0192838601	Sons and Lovers (Oxford World's Classics)	D. H. Lawrence	1998	Oxford University Press	682	23	20.96 x 26.04	SP	travel
0192838717	The Red and the Black: A Chronicle of the Nineteenth Century (Oxford World's Classics)	Stendhal	1998	Oxford University Press	74	12	20.96 x 26.04	SP	drama
0192838849	Who Betrays Elizabeth Bennet?: Further Puzzles in Classic Fiction (Oxford World's Classics)	John Sutherland	1999	Oxford University Press	526	20	20.96 x 26.04	SP	sports and leisure
0192838865	The Flight to Italy: Diary and Selected Letters (Oxford World's Classics)	Johann Wolfgang Goethe	1999	Oxford University Press	606	13	20.96 x 26.04	SP	historical fiction
0192839314	The Thirty-Nine Steps (Oxford World's Classics)	John Buchan	1999	Oxford University Press	41	13	20.96 x 26.04	SP	crafts/hobbies
0192839632	The Masterpiece (Oxford World's Classics)	Emile Zola	1999	Oxford University Press	657	19	20.96 x 26.04	SP	suspense
019283990X	Dombey and Son (Oxford World's Classics)	Charles Dickens	2001	Oxford University Press	591	16	20.96 x 26.04	SP	historical fiction
0192840614	The Custom of the Country (Oxford World's Classics)	Edith Wharton	2001	Oxford University Press	607	17	20.96 x 26.04	SP	horror
0192840703	Desperate Remedies (Oxford World's Classics (Paperback))	Thomas Hardy	2003	Oxford University Press	524	10	20.96 x 26.04	SP	young adult
0192853902	Judaism: A Very Short Introduction (Very Short Introductions)	Norman Solomon	2000	Oxford University Press	594	11	20.96 x 26.04	CRO	guide
0192860836	The Diary of a Teenage Health Freak	Aidan, MacFarlane	1987	Oxford Univ Pr	585	9	20.96 x 26.04	ENG	fantasy
0192876597	Arnold (Past Masters)	Stefan Collini	1988	Oxford Univ Pr	117	19	20.96 x 26.04	ENG	science fiction
0192890697	The French Revolution	John Morris, Roberts	1978	Oxford Univ Pr (Sd)	467	17	20.96 x 26.04	ENG	math
0194216373	Cry, Freedom (Oxford Bookworms S.)	John Briley	1989	Oxford University Press	487	5	20.96 x 26.04	ENG	science fiction
0194228169	And All for Love.... (Oxford Bookworms Collection)	Diane Mowat	2001	Oxford University Press	286	5	20.96 x 26.04	FR	drama
019431510X	Oxford Advanced Learner's Dictionary: Of Current English	A. S. Hornby	2000	Oxford University Press	479	25	20.96 x 26.04	FR	alternate history
0194315193	THE GOOD GRAMMAR BOOK: The Good Grammar Book with Answers	Michael Swan	2003	Oxford University Press	321	15	20.96 x 26.04	ENG	romance
0194335607	Headway (Headway)	John Soars	1987	Oxford University Press	162	1	20.96 x 26.04	ENG	math
0195002245	Rome	Mikhail I. Rostovtzeff	1968	Oxford University Press	518	10	20.96 x 26.04	ENG	fantasy
0195003640	Republic of Plato	Plato	1951	Oxford University Press	184	7	12.70 x 12.70	ENG	drama
0195025415	Fantastic Worlds: Myths, Tales, and Stories (Galaxy Books)	Eric S. Rabkin	1979	Oxford University Press	639	9	20.96 x 26.04	FR	satire
0195033418	JFK: Ordeal in Africa	Richard D. Mahoney	1983	Oxford Univ Pr	523	12	20.96 x 26.04	ENG	poetry
0195034147	Ty Cobb	Charles C. Alexander	1984	Oxford University Press	222	2	20.96 x 26.04	ENG	travel
0195035739	Film Theory and Criticism: Introductory Readings	Gerald Mast	1985	Oxford University Press	592	18	20.96 x 26.04	ENG	crime
0195038347	Freedom from Fear : The American People in Depression and War, 1929-1945 (Oxford History of the United States, Vol 9)	David M. Kennedy	1999	Oxford University Press	237	25	29.85 x 29.85	SP	history
0195038630	Battle Cry of Freedom: The Civil War Era (Oxford History of the United States)	James M. McPherson	1988	Oxford University Press	689	8	12.70 x 12.70	FR	science
0195049837	Crabgrass Frontier: The Suburbanization of the United States	Kenneth T. Jackson	1987	Oxford University Press	38	16	20.96 x 26.04	ENG	mystery
0195052161	What Does It All Mean?: A Very Short Introduction to Philosophy	Thomas Nagel	1987	Oxford University Press	642	19	20.96 x 26.04	ENG	guide
0195065107	The Oxford Companion to African American Literature	William L. Andrews	1997	Oxford University Press	664	13	29.85 x 29.85	ENG	horror
0195076184	The Oxford Companion to Archaeology	Brian M. Fagan	1996	Oxford University Press	486	6	20.96 x 26.04	ENG	travel
0195078004	Beyond the Blue Horizon: Myths and Legends of the Sun, Moon, Stars, and Planets	E.C. Krupp	1992	Oxford University Press	143	8	20.96 x 26.04	FR	math
0195086295	What a Wonderful World: A Lifetime of Recordings	Bob Thiele	1995	Oxford University Press	186	14	20.96 x 26.04	GER	memoir
0195090446	Fetish: Fashion, Sex, and Power	Valerie Steele	1995	Oxford University Press	685	10	20.96 x 26.04	ENG	coming of age
0195090616	Islam and the West	Bernard Lewis	1994	Oxford University Press	597	14	20.96 x 26.04	ENG	crafts/hobbies
0195092627	The Oxford Book of American Short Stories (Oxford Paperbacks)	Joyce Carol Oates	1994	Oxford University Press	625	2	29.85 x 29.85	ENG	romance
0195103793	Managing Your Mind: The Mental Fitness Guide	Gillian Butler	1995	American Philological Association	244	21	20.96 x 26.04	ENG	western
0195104285	The Annotated Anne of Green Gables	L. M. Montgomery	1997	Oxford University Press	544	5	20.96 x 26.04	FR	crime
0195106350	A Lexicon of Terror: Argentina and the Legacies of Torture	Marguerite Feitlowitz	1998	Oxford University Press	187	10	12.70 x 12.70	FR	horror
0195113853	A New Kind of War: America's Global Strategy and the Truman Doctrine in Greece	Howard Jones	1997	Oxford University Press	90	1	29.85 x 29.85	ENG	biography
0195114485	Hate Crimes: Criminal Law &amp; Identity Politics (Studies in Crime and Public Policy)	James B. Jacobs	1998	Oxford University Press	91	2	20.96 x 26.04	ENG	historical fiction
0195125886	The Gendered Society	Michael S. Kimmel	2000	Oxford University Press	202	11	20.96 x 26.04	GER	memoir
0195126270	The Devil's Dictionary	Ambrose Bierce	1998	Oxford University Press	193	9	12.70 x 12.70	ENG	travel
0195129067	The Gettysburg Nobody Knows (Gettysburg Lectures)	Gabor S. Boritt	1999	Oxford University Press	352	11	20.96 x 26.04	FR	sports and leisure
0195132408	The Number Sense: How the Mind Creates Mathematics	Stanislas Dehaene	1999	Oxford University Press	421	2	20.96 x 26.04	ENG	autobiography
0195135156	Voodoo Science: The Road from Foolishness to Fraud	Robert L. Park	2000	Oxford University Press	470	10	20.96 x 26.04	ENG	science fiction
0195218337	Astronomy Encyclopedia	Patrick Moore	2002	Oxford University Press	208	10	20.96 x 26.04	ENG	satire
0195401697	The Journals of Susanna Moodie	Margaret Atwood	1973	Oxford University Press	503	12	20.96 x 26.04	ENG	health/fitness
0195403843	From Instruction to Delight: An Anthology of Childrens Literature to 1850	P.A. Demers	1982	Oxford University Press	85	11	20.96 x 26.04	ENG	mystery
0195405862	The Selected Journals of L.M. Montgomery: 1910-1921 (Selected Journals of L. M. Montgomery)	L.M. Montgomery	1988	Oxford Univ Pr	537	16	29.85 x 29.85	FR	math
0195407504	World Religions: Eastern Traditions	Willard Gurdon Oxtoby	1996	Oxford University Press	353	5	20.96 x 26.04	ENG	health/fitness
0195409205	The Making of Post-War Canada	Peter S. Li	1996	Oxford University Press	218	15	20.96 x 26.04	CRO	mystery
0195581970	Stanley's Aquarium	Barry Faville	1990	Oxford Univ Pr	173	5	12.70 x 12.70	FR	picture book
0195813898	Little Women	Alcott	1985	Oxford University Press	352	4	20.96 x 26.04	FR	diary
0198117477	William Shakespeare: The Complete Works	William Shakespeare	1988	Oxford University Press	519	9	20.96 x 26.04	FR	memoir
0198245971	Phenomenology of Spirit (Galaxy Books)	G. W. F. Hegel	1979	Oxford University Press	298	24	20.96 x 26.04	ENG	textbook
0198605714	Pocket Oxford English Dictionary	Catherine Soanes	2002	Oxford University Press	387	12	20.96 x 26.04	ENG	philosophy
0198606362	Concise Oxford English Dictionary (Thumb Index Edition)	Oxford University Press	2002	Oxford University Press	569	9	20.96 x 26.04	ENG	graphical novel
0198607083	Color Oxford Dictionary, Thesaurus, and Wordpower Guide	Sara Hawker	2003	Oxford University Press	104	3	17.15 x 16.83	ENG	classic
0198641583	The Oxford-Duden Pictorial Spanish-English Dictionary	J. A. Pheby	1985	Oxford University Press	394	12	20.96 x 26.04	ENG	math
0198811020	Metaphysical Lyrics Poems 17 Cen	Grierson	1997	Oxford University Press	434	10	12.70 x 12.70	SP	diary
0201000822	Transitions: Making Sense of Life's Changes	William Bridges	1980	Perseus Books Group	243	2	20.96 x 26.04	SP	textbook
0201059592	The Mensa Genius Quiz Book	Marvin Grossworth	1982	Addison Wesley Publishing Company	149	23	20.96 x 26.04	ENG	romance
0201096676	The Dog Care Book: All You Need to Know to Keep Your Dog Healthy and Happy	Sheldon L., V.M.D. Gerstenfeld	1989	Addison Wesley Publishing Company	95	4	20.96 x 26.04	ENG	political thriller
0201107120	Let's Give Kitty a Bath	Steven Lindblom	1982	Harpercollins Juvenile Books	75	11	12.70 x 12.70	FR	biography
0201108593	Raising hell: How the Center for Investigative Reporting gets the story	David Weir	1983	Addison-Wesley Pub. Co	510	12	20.96 x 26.04	SP	guide
0201112159	Problem Solving Pascal	CARTER	N/A	Pearson Higher Education	526	3	17.15 x 16.83	FR	fantasy
0201135493	The Mensa Genius Quiz-A-Day Book	Abbie F., Dr. Salny	1989	Addison Wesley Publishing Company	306	18	20.96 x 26.04	CRO	historical fiction
0201150255	Six Not-So-Easy Pieces: Einstein's Relativity, Symmetry, and Space-Time (Helix Books)	Richard P. Feynman	1997	Perseus Books Group	31	14	20.96 x 26.04	SP	thriller
020135358X	Perl and CGI for the World Wide Web: Visual QuickStart Guide	Elizabeth Castro	1998	Peachpit Press	579	16	20.96 x 26.04	ENG	encyclopedia
0201354632	JavaScript for the World Wide Web: Visual QuickStart Guide (3rd Edition)	Tom Negrino	1999	Peachpit Press	330	25	20.96 x 26.04	ENG	memoir
0201354934	HTML 4 for the World Wide Web, Fourth Edition: Visual QuickStart Guide (4th Edition)	Elizabeth Castro	1999	Peachpit Press	335	6	20.96 x 26.04	ENG	science
0201357569	Problem Solving Abstracting Design Using C++ (AP Version)	Frank L. Friedman	1998	Addison Wesley Publishing Company	152	1	20.96 x 26.04	SP	comic book
0201360829	Ripples on a Cosmic Sea: The Search for Gravitational Waves (Frontiers of Science (Addison-Wesley))	David G. Blair	1998	Perseus Books Group	101	20	20.96 x 26.04	FR	thriller
0201406462	The Sibling Society	Robert W. Bly	1996	Perseus Books Group	509	1	20.96 x 26.04	SP	encyclopedia
0201407221	Wings of Morning: The Story of the Last American Bomber Shot Down over Germany in World War II	Thomas Childers	1996	Addison Wesley Publishing Company	614	11	29.85 x 29.85	ENG	coming of age
0201409178	Arthritis: A Take Care of Yourself Health Guide for Understanding Your Arthritis	James F. Fries	1995	Perseus Book Group	456	7	20.96 x 26.04	GER	biography
0201422891	The Object Advantage: Business Process Reengineering With Object Technology	Ivar Jacobson	1994	Addison-Wesley Professional	687	8	20.96 x 26.04	SP	picture book
0201479486	The Logic of Failure	Dietrich Dorner	1996	Perseus Books Group	686	21	20.96 x 26.04	ENG	poetry
0201488329	They Say You're Crazy: How the World's Most Powerful Psychiatrists Decide Who's Normal	Paula J. Caplan	1996	Addison Wesley Publishing Company	324	23	20.96 x 26.04	ENG	true crime
0201489899	Take Care of Yourself: The Complete Illustrated Guide to Medical Self-Care	Donald M. Vickery	1996	Perseus Books Group	625	17	20.96 x 26.04	FR	romance
0201489988	Providing Internet Services Via the Mac OS	Carl Steadman	1996	Addison Wesley Longman	616	17	20.96 x 26.04	ENG	guide
0201517205	Iron John: A Book About Men	Robert Bly	1990	Perseus Books Group	573	24	20.96 x 26.04	ENG	review
0201570971	Dr. Susan Love's Breast Book	Susan M. Love	1991	Addison-Wesley Pub Co	180	7	20.96 x 26.04	ENG	coming of age
0201615843	Designing Storage Area Networks	Tom Clark	1999	Addison-Wesley Professional	629	14	20.96 x 26.04	SP	textbook
0201622920	Salvation on Sand Mountain: Snake Handling and Redemption in Southern Appalachia	Dennis Covington	1995	Perseus Books Group	284	11	12.70 x 12.70	ENG	cookbook
0201626705	Sleeping at the Starlite Motel: And Other Adventures on the Way Back Home	Bailey White	1995	Perseus Publishing	366	15	20.96 x 26.04	FR	self help
0201634546	Java¿ Tutorial, The: Object-Oriented Programming for the Internet	Mary Campione	1996	Addison-Wesley	421	7	20.96 x 26.04	ENG	historical fiction
020168862X	HTML for the World Wide Web: Visual Quickstart Guide (2nd Edition)	Elizabeth Castro	1997	Addison-Wesley	618	24	20.96 x 26.04	ENG	history
0201690179	Scott Foresman Addison Wesley Middle School Math: Course 2	Not Applicable (Na )	1998	Pearson Prentice Hall	27	4	20.96 x 26.04	FR	historical fiction
0201696487	JavaScript for the World Wide Web: Visual QuickStart Guide, Second Edition	Tom Negrino	1997	Addison-Wesley Pub Co	70	21	20.96 x 26.04	ENG	history
0201696967	HTML 4 for the World Wide Web: VQS (3rd Edition)	Elizabeth Castro	1998	Peachpit Press	265	16	20.96 x 26.04	ENG	graphical novel
0201731355	Macromedia Dreamweaver 4: Training from the Source	Khristine Page	2001	Macromedia Press	694	6	20.96 x 26.04	ENG	history
0201876744	Casting the Net: From ARPANET to INTERNET and Beyond	Peter H. Salus	1995	Addison-Wesley Pub Co	452	25	20.96 x 26.04	ENG	comic book
0201877589	UNIX System Programming (2nd Edition)	Keith Haviland	1998	Addison Wesley	126	23	20.96 x 26.04	ENG	textbook
0205131999	Perspectives on Personality	Charles S. Carver	1992	Prentice Hall	452	24	20.96 x 26.04	ENG	short story
0205164900	Politics in the American States and Communities: A Contemporary Reader	Jack R. Van Der Slik	1995	Longman Publishing Group	439	6	29.85 x 29.85	GER	autobiography
0205281710	History of the Theatre (8th Edition)	Oscar G. Brockett	1998	Allyn &amp; Bacon	368	20	12.70 x 12.70	ENG	science
